market_id,demographic1,demographic2
Spain 2013,-19674,-0.622
Spain 2013,23952,-2.212
Spain 2013,-45341,-8.716
Spain 2013,-41193,4.366
Spain 2013,-946.42,2.002
Spain 2013,-27941,-5.25
Spain 2013,-7330.8,2.31
Spain 2013,-10708,1.504
Spain 2013,-20349,-0.984
Spain 2013,-13630,-2.566
Spain 2013,-14570,-9.184
Spain 2013,-21125,-2.136
Spain 2013,3815.2,1.526
Spain 2013,13863,-4.944
Spain 2013,11820,-6.084
Spain 2013,-39257,-1.372
Spain 2013,39820,-8.76
Spain 2013,112190,10.292
Spain 2013,-29666,8.156
Spain 2013,-30286,-2.044
Spain 2013,-33398,-6.81
Spain 2013,-25977,8.62
Spain 2013,3430.9,3.006
Spain 2013,-17713,-6.348
Spain 2013,16398,1.6
Spain 2013,-35124,0.58
Spain 2013,-53191,4.44
Spain 2013,-7559.7,-1.24
Spain 2013,-52855,0.208
Spain 2013,-63149,-8.804
Spain 2013,288550,17.818
Spain 2013,-2775.1,-7.534
Spain 2013,156850,-7.764
Spain 2013,-40777,-8.214
Spain 2013,239700,2.202
Spain 2013,8363.1,-8.846
Spain 2013,30126,-8.622
Spain 2013,-43248,-10.212
Spain 2013,-52141,4.284
Spain 2013,-27393,2.366
Spain 2013,-11956,-7.998
Spain 2013,142090,-4.25
Spain 2013,1269.2,-4.69
Spain 2013,15522,-2.496
Spain 2013,-41049,-1.984
Spain 2013,-2029.7,2.434
Spain 2013,11980,5.816
Spain 2013,-23825,-0.136
Spain 2013,9715.2,0.526
Spain 2013,-21987,15.056
Spain 2013,-10670,-8.084
Spain 2013,-46257,-3.372
Spain 2013,67820,-8.76
Spain 2013,-21908,11.292
Spain 2013,-38266,2.156
Spain 2013,-36386,6.956
Spain 2013,-47678,-0.81
Spain 2013,86433,-8.38
Spain 2013,-24669,-9.994
Spain 2013,25787,5.652
Spain 2013,5798.3,-4.4
Spain 2013,-31924,-2.42
Spain 2013,28809,-9.56
Spain 2013,-46780,-0.24
Spain 2013,-60455,5.208
Spain 2013,834850,1.196
Spain 2013,-55549,-0.182
Spain 2013,2464.9,-3.534
Spain 2013,-33655,-8.764
Spain 2013,-43277,-4.214
Spain 2013,-11597,-2.798
Spain 2013,23713,18.154
Spain 2013,6026.2,-3.622
Spain 2013,-4947.7,6.788
Spain 2013,-29141,19.284
Spain 2013,-18893,-9.634
Spain 2013,-26546,-2.998
Spain 2013,-56511,8.75
Spain 2013,140670,-2.69
Spain 2013,-27008,2.504
Spain 2013,-38849,-3.984
Spain 2013,-23230,-9.566
Spain 2013,-13070,-0.184
Spain 2013,-11015,-1.136
Spain 2013,1815.2,-8.474
Spain 2013,-18237,4.056
Spain 2013,-5780.1,-7.084
Spain 2013,-5857,-3.372
Spain 2013,-17580,1.24
Spain 2013,-40408,-7.708
Spain 2013,-16366,-1.844
Spain 2013,135410,18.956
Spain 2013,-22178,-8.81
Spain 2013,50433,-9.38
Spain 2013,6530.9,-3.994
Spain 2013,39287,-8.348
Spain 2013,-4201.7,3.6
Spain 2013,236830,-8.42
Spain 2013,-45791,8.44
Spain 2013,96640,-0.24
Spain 2013,-40935,18.208
Spain 2013,-67149,4.196
Spain 2013,-50529,11.818
Spain 2013,-13175,-3.534
Spain 2013,-27255,4.236
Spain 2013,-2577.5,-9.214
Spain 2013,71903,-5.798
Spain 2013,8153.1,-8.846
Spain 2013,-33574,6.378
Spain 2013,55352,6.788
Spain 2013,-44491,4.284
Spain 2013,91707,-3.634
Spain 2013,-23446,8.002
Spain 2013,-58111,-8.25
Spain 2013,4969.2,-7.69
Spain 2013,143990,-8.496
Spain 2013,33501,-1.984
Spain 2013,-31630,7.434
Spain 2013,-35970,7.816
Spain 2013,-8925.4,1.864
Spain 2013,5615.2,-7.474
Spain 2013,-19937,8.056
Spain 2013,-18650,3.916
Spain 2013,-43657,1.628
Spain 2013,18620,2.24
Spain 2013,33752,9.292
Spain 2013,-23966,2.156
Spain 2013,4714.4,-7.044
Spain 2013,129320,7.19
Spain 2013,-45767,-4.38
Spain 2013,153430,18.006
Spain 2013,-21213,-6.348
Spain 2013,-13802,-3.4
Spain 2013,56756,-1.42
Spain 2013,-54591,-4.56
Spain 2013,-56160,3.76
Spain 2013,-40755,-2.792
Spain 2013,-43049,-1.804
Spain 2013,75051,-3.182
Spain 2013,7424.9,-0.534
Spain 2013,-5254.7,5.236
Spain 2013,-33677,-9.214
Spain 2013,152500,5.202
Spain 2013,6013.1,-4.846
Spain 2013,8526.2,2.378
Spain 2013,-27744,-7.212
Spain 2013,6158.6,6.284
Spain 2013,-17893,-1.634
Spain 2013,4653.6,-2.998
Spain 2013,-55591,0.75
Spain 2013,91169,0.31
Spain 2013,46092,1.504
Spain 2013,-44049,12.016
Spain 2013,27770,8.434
Spain 2013,64030,-7.184
Spain 2013,-27325,-8.136
Spain 2013,-38585,-6.474
Spain 2013,29863,4.056
Spain 2013,-24480,2.916
Spain 2013,36743,6.628
Spain 2013,-15080,8.24
Spain 2013,-23708,-8.708
Spain 2013,-29066,-8.844
Spain 2013,-24186,-5.044
Spain 2013,-22078,-7.81
Spain 2013,-13667,-4.38
Spain 2013,-34569,-5.994
Spain 2013,-19463,-1.348
Spain 2013,41498,-0.4
Spain 2013,-40024,15.58
Spain 2013,-58191,14.44
Spain 2013,45440,13.76
Spain 2013,63245,2.208
Spain 2013,-31649,-1.804
Spain 2013,51851,-5.182
Spain 2013,-1975.1,-8.534
Spain 2013,-39155,-3.764
Spain 2013,-53877,8.786
Spain 2013,-24097,-5.798
Spain 2013,-43837,14.154
Spain 2013,-37374,4.378
Spain 2013,-4347.7,18.788
Spain 2013,-34951,0.284
Spain 2013,306.71,-9.634
Spain 2013,-5946.4,-8.998
Spain 2013,-34111,0.75
Spain 2013,-13731,12.31
Spain 2013,-208.08,17.504
Spain 2013,-3048.9,19.016
Spain 2013,-20730,-8.566
Spain 2013,-469.77,-5.184
Spain 2013,-28425,10.864
Spain 2013,-32985,18.526
Spain 2013,-17637,-7.944
Spain 2013,-33480,9.916
Spain 2013,-31657,10.628
Spain 2013,-14980,-3.76
Spain 2013,-108.25,-5.708
Spain 2013,-24866,-6.844
Spain 2013,-36986,5.956
Spain 2013,-4738.1,7.19
Spain 2013,311930,-6.38
Spain 2013,-10169,-6.994
Spain 2013,-18613,-7.348
Spain 2013,9798.3,-10.4
Spain 2013,92836,-3.42
Spain 2013,-49191,1.44
Spain 2013,-54160,5.76
Spain 2013,18705,-9.792
Spain 2013,49651,-3.804
Spain 2013,-23749,3.818
Spain 2013,84026,-7.534
Spain 2013,-10555,-5.764
Spain 2013,-25677,-1.214
Spain 2013,-20515,-6.798
Spain 2013,3363.1,-7.846
Spain 2013,22076,-7.622
Spain 2013,-43448,3.788
Spain 2013,-14541,1.284
Spain 2013,-30593,-0.634
Spain 2013,23054,1.002
Spain 2013,-29911,-8.25
Spain 2013,-35831,8.31
Spain 2013,21292,-6.496
Spain 2013,-19049,-4.984
Spain 2013,-32830,2.434
Spain 2013,407930,-5.184
Spain 2013,-12325,-8.136
Spain 2013,-51895,9.526
Spain 2013,-4937.3,-4.944
Spain 2013,-18180,-6.084
Spain 2013,-26757,7.628
Spain 2013,-27880,-5.76
Spain 2013,-22808,-6.708
Spain 2013,15534,-6.844
Spain 2013,-4585.6,-9.044
Spain 2013,4925.9,12.19
Spain 2013,-6567,-8.38
Spain 2013,-41869,18.006
Spain 2013,3156.5,-6.348
Spain 2013,-48602,-4.4
Spain 2013,182380,15.58
Spain 2013,-52691,12.44
Spain 2013,-59200,-4.24
Spain 2013,-18755,-3.792
Spain 2013,-25149,-6.804
Spain 2013,55151,-7.182
Spain 2013,-33775,-5.534
Spain 2013,-15955,11.236
Spain 2013,49323,4.786
Spain 2013,-5297.3,-8.798
Spain 2013,29863,12.154
Spain 2013,-18874,-9.622
Spain 2013,-30948,-10.212
Spain 2013,615660,5.284
Spain 2013,-12633,6.366
Spain 2013,-5646.4,-1.998
Spain 2013,27089,-9.25
Spain 2013,-23231,-5.69
Spain 2013,-22288,-1.496
Spain 2013,35551,-3.984
Spain 2013,-23230,-5.566
Spain 2013,-11066,-9.184
Spain 2013,-24025,0.864
Spain 2013,-43785,1.526
Spain 2013,-19637,-1.944
Spain 2013,-19980,-3.084
Spain 2013,-7457,1.628
Spain 2013,-38880,-5.76
Spain 2013,34992,-5.708
Spain 2013,-37966,0.156
Spain 2013,-34386,6.956
Spain 2013,-11978,-5.81
Spain 2013,18933,0.62
Spain 2013,-27565,9.006
Spain 2013,122090,-9.348
Spain 2013,-41602,3.6
Spain 2013,-26224,-5.42
Spain 2013,-8590.6,9.44
Spain 2013,-47360,-0.24
Spain 2013,-6755.2,-8.792
Spain 2013,-60249,8.196
Spain 2013,-23849,-1.182
Spain 2013,67555,8.466
Spain 2013,-19555,1.236
Spain 2013,-52797,5.786
Spain 2013,-37207,-1.798
Spain 2013,45863,-9.846
Spain 2013,-35074,-4.622
Spain 2013,-34948,-2.212
Spain 2013,-46941,3.284
Spain 2013,-37593,-8.634
Spain 2013,-18846,-9.998
Spain 2013,68089,-3.25
Spain 2013,172870,14.31
Spain 2013,-29208,6.504
Spain 2013,74151,-5.984
Spain 2013,-2229.7,-1.566
Spain 2013,-9469.8,18.816
Spain 2013,19675,-6.136
Spain 2013,31415,-8.474
Spain 2013,-13537,-4.944
Spain 2013,-3080.1,-8.084
Spain 2013,39143,-2.372
Spain 2013,-14980,11.24
Spain 2013,-37408,6.292
Spain 2013,-27766,-1.844
Spain 2013,-39006,-6.044
Spain 2013,-19978,-4.81
Spain 2013,21433,-8.38
Spain 2013,30331,0.006
Spain 2013,-2113.5,-3.348
Spain 2013,2218.3,18.6
Spain 2013,12426,0.58
Spain 2013,-23691,4.44
Spain 2013,-34750,1.76
Spain 2013,-19755,18.208
Spain 2013,-40699,-3.804
Spain 2013,-25549,-4.182
Spain 2013,68825,-5.534
Spain 2013,3345.3,-7.764
Spain 2013,51323,-8.214
Spain 2013,4202.7,10.202
Spain 2013,-31837,5.154
Spain 2013,-30474,-6.622
Spain 2013,-6047.7,7.788
Spain 2013,-37341,14.284
Spain 2013,-41293,-8.634
Spain 2013,-9696.4,-1.998
Spain 2013,18889,-1.25
Spain 2013,35609,-1.69
Spain 2013,-30808,1.504
Spain 2013,2651.1,4.016
Spain 2013,5370.3,1.434
Spain 2013,-1669.8,-5.184
Spain 2013,28675,-6.136
Spain 2013,112420,-1.474
Spain 2013,-36537,-5.944
Spain 2013,105810,-7.084
Spain 2013,-27157,-6.372
Spain 2013,190020,-6.76
Spain 2013,-16208,-0.708
Spain 2013,-18466,-1.844
Spain 2013,-26886,1.956
Spain 2013,-43658,7.19
Spain 2013,-20867,3.62
Spain 2013,-20069,-5.994
Spain 2013,7586.5,-9.348
Spain 2013,-33211,-0.4
Spain 2013,38376,-5.42
Spain 2013,144810,-6.56
Spain 2013,-3159.7,-8.24
Spain 2013,-9391.2,5.208
Spain 2013,-848.92,17.196
Spain 2013,-59249,8.818
Spain 2013,-12375,0.466
Spain 2013,-18555,-8.764
Spain 2013,-43477,3.786
Spain 2013,-39177,-7.798
Spain 2013,-41037,10.154
Spain 2013,-19164,-8.622
Spain 2013,-42548,-3.212
Spain 2013,27059,-7.716
Spain 2013,-18738,4.366
Spain 2013,-33646,7.002
Spain 2013,6589.4,-1.25
Spain 2013,17969,-2.69
Spain 2013,-2708.1,-3.496
Spain 2013,15451,-9.984
Spain 2013,-21230,-5.566
Spain 2013,97830,-4.184
Spain 2013,-5025.4,-9.136
Spain 2013,-38185,-5.474
Spain 2013,862.75,6.056
Spain 2013,29220,8.916
Spain 2013,-15957,-9.372
Spain 2013,-23580,11.24
Spain 2013,26302,0.292
Spain 2013,-31966,12.156
Spain 2013,-40486,-1.044
Spain 2013,-45878,6.19
Spain 2013,10733,-5.38
Spain 2013,18431,-9.994
Spain 2013,-31713,-9.348
Spain 2013,-58202,7.6
Spain 2013,-10820,-8.42
Spain 2013,-53991,-1.56
Spain 2013,-39020,-0.24
Spain 2013,-48255,3.208
Spain 2013,135850,-0.804
Spain 2013,-848.83,-2.182
Spain 2013,11625,-4.534
Spain 2013,-15355,-4.764
Spain 2013,13123,18.786
Spain 2013,37703,-5.798
Spain 2013,-12937,4.154
Spain 2013,9526.2,-8.622
Spain 2013,-45448,5.788
Spain 2013,50659,-8.716
Spain 2013,-40893,8.366
Spain 2013,-12426,-1.998
Spain 2013,-36711,-0.25
Spain 2013,117770,18.31
Spain 2013,40092,4.504
Spain 2013,-38149,5.016
Spain 2013,-22230,9.434
Spain 2013,-33570,-9.184
Spain 2013,-18825,0.864
Spain 2013,-43435,3.526
Spain 2013,-12337,0.056
Spain 2013,28920,-2.084
Spain 2013,10143,-6.372
Spain 2013,-40980,2.24
Spain 2013,59292,-1.708
Spain 2013,-32466,-1.844
Spain 2013,-1185.6,5.956
Spain 2013,-46278,-0.81
Spain 2013,-53567,-3.38
Spain 2013,-32469,9.006
Spain 2013,-34013,-1.348
Spain 2013,-50402,9.6
Spain 2013,-57234,15.58
Spain 2013,42309,-5.56
Spain 2013,19540,-1.24
Spain 2013,-56555,9.208
Spain 2013,165350,1.196
Spain 2013,-23849,2.818
Spain 2013,-33275,5.466
Spain 2013,147550,-8.764
Spain 2013,5322.5,-7.214
Spain 2013,-3697.3,-4.798
Spain 2013,-32037,3.154
Spain 2013,-18474,-0.622
Spain 2013,-22048,12.788
Spain 2013,56659,0.284
Spain 2013,-51593,9.366
Spain 2013,-19846,-7.998
Spain 2013,75089,-4.25
Spain 2013,-23731,-7.69
Spain 2013,28392,-4.496
Spain 2013,-648.88,-0.984
Spain 2013,10270,6.434
Spain 2013,21830,-4.184
Spain 2013,-16925,-4.136
Spain 2013,35315,-8.474
Spain 2013,119260,-7.944
Spain 2013,4219.9,-3.084
Spain 2013,-40157,-8.372
Spain 2013,-679.64,1.24
Spain 2013,-40208,12.292
Spain 2013,-11466,-3.844
Spain 2013,53314,-9.044
Spain 2013,-28828,-0.81
Spain 2013,-4747,-9.38
Spain 2013,-32709,-7.994
Spain 2013,13487,-4.348
Spain 2013,8398.3,10.6
Spain 2013,-37924,-1.42
Spain 2013,927810,-8.56
Spain 2013,-52560,-3.24
Spain 2013,-27345,6.208
Spain 2013,29051,0.196
Spain 2013,-19349,-4.182
Spain 2013,-31775,-3.534
Spain 2013,25845,3.236
Spain 2013,-42677,13.786
Spain 2013,-13997,-5.798
Spain 2013,-25337,6.154
Spain 2013,-16474,1.378
Spain 2013,-44248,-10.212
Spain 2013,-27641,4.284
Spain 2013,-23493,-0.634
Spain 2013,-26546,-2.998
Spain 2013,-20711,11.75
Spain 2013,-41731,-5.69
Spain 2013,27392,-6.496
Spain 2013,2561.1,-4.984
Spain 2013,-31230,2.434
Spain 2013,-28370,-5.184
Spain 2013,-13925,-5.136
Spain 2013,21815,-5.474
Spain 2013,-19240,-4.944
Spain 2013,-24280,6.916
Spain 2013,-32807,-8.372
Spain 2013,-14570,-0.76
Spain 2013,-16608,-5.708
Spain 2013,41234,4.156
Spain 2013,-22686,12.956
Spain 2013,-23728,-4.81
Spain 2013,-15467,-2.38
Spain 2013,17531,6.006
Spain 2013,-6613.5,18.652
Spain 2013,-26202,-10.4
Spain 2013,-40874,-2.42
Spain 2013,-45031,5.44
Spain 2013,41144,-3.24
Spain 2013,-8155.2,1.208
Spain 2013,-57849,4.196
Spain 2013,-50949,-5.182
Spain 2013,36914,10.466
United Kingdom 2013,-25955,1.236
United Kingdom 2013,72723,5.786
United Kingdom 2013,-29797,-1.798
United Kingdom 2013,-30037,3.154
United Kingdom 2013,-14834,-0.622
United Kingdom 2013,-7147.7,-9.212
United Kingdom 2013,-54741,-3.716
United Kingdom 2013,-52593,7.366
United Kingdom 2013,-24846,5.002
United Kingdom 2013,-35511,-6.25
United Kingdom 2013,-7330.8,-8.69
United Kingdom 2013,-19908,6.504
United Kingdom 2013,52151,5.016
United Kingdom 2013,2270.3,-6.566
United Kingdom 2013,55134,-8.184
United Kingdom 2013,53475,5.864
United Kingdom 2013,-15185,18.526
United Kingdom 2013,6562.7,-8.944
United Kingdom 2013,13520,-8.084
United Kingdom 2013,-44557,8.628
United Kingdom 2013,-23580,-4.76
United Kingdom 2013,22192,-7.708
United Kingdom 2013,-27266,-8.844
United Kingdom 2013,-34386,5.956
United Kingdom 2013,-41878,1.19
United Kingdom 2013,-47867,-5.38
United Kingdom 2013,-21569,0.006
United Kingdom 2013,4686.5,18.652
United Kingdom 2013,-65602,11.6
United Kingdom 2013,141180,-3.42
United Kingdom 2013,-29191,1.44
United Kingdom 2013,-61360,11.76
United Kingdom 2013,92945,-5.792
United Kingdom 2013,-44149,-7.804
United Kingdom 2013,-20749,-8.182
United Kingdom 2013,-37475,18.466
United Kingdom 2013,-19955,-8.764
United Kingdom 2013,-28277,-0.214
United Kingdom 2013,24403,2.202
United Kingdom 2013,22463,9.154
United Kingdom 2013,61626,-1.622
United Kingdom 2013,35952,-8.212
United Kingdom 2013,-11341,3.284
United Kingdom 2013,-47693,5.366
United Kingdom 2013,-10546,-8.998
United Kingdom 2013,-15711,-8.25
United Kingdom 2013,-21511,11.31
United Kingdom 2013,-34108,-8.496
United Kingdom 2013,52451,-6.984
United Kingdom 2013,10770,18.434
United Kingdom 2013,-27570,-1.184
United Kingdom 2013,434.61,-6.136
United Kingdom 2013,-38985,-0.474
United Kingdom 2013,22463,4.056
United Kingdom 2013,20220,-2.084
United Kingdom 2013,-29457,-7.372
United Kingdom 2013,-26980,-2.76
United Kingdom 2013,-40508,1.292
United Kingdom 2013,-27486,17.156
United Kingdom 2013,35214,-2.044
United Kingdom 2013,-45908,17.19
United Kingdom 2013,-40767,2.62
United Kingdom 2013,-9389.1,-4.994
United Kingdom 2013,-10413,-6.348
United Kingdom 2013,-20402,-2.4
United Kingdom 2013,9676,-7.42
United Kingdom 2013,-12871,-2.56
United Kingdom 2013,-40660,-2.24
United Kingdom 2013,30445,-5.792
United Kingdom 2013,-47649,-9.804
United Kingdom 2013,-25049,-5.182
United Kingdom 2013,7514.9,-7.534
United Kingdom 2013,10945,1.236
United Kingdom 2013,-6677.5,-8.214
United Kingdom 2013,-19497,-8.798
United Kingdom 2013,-12137,-3.846
United Kingdom 2013,46226,6.378
United Kingdom 2013,35672,-0.212
United Kingdom 2013,-19611,-3.716
United Kingdom 2013,-1093.3,-7.634
United Kingdom 2013,-14346,-1.998
United Kingdom 2013,12889,-7.25
United Kingdom 2013,4769.2,-2.69
United Kingdom 2013,-37508,-2.496
United Kingdom 2013,167950,0.016
United Kingdom 2013,5570.3,0.434
United Kingdom 2013,1830.2,1.816
United Kingdom 2013,-24325,-5.136
United Kingdom 2013,-13985,10.526
United Kingdom 2013,-34837,1.056
United Kingdom 2013,-23380,-4.084
United Kingdom 2013,86863,-4.372
United Kingdom 2013,61020,-3.76
United Kingdom 2013,-19408,-8.708
United Kingdom 2013,-16666,-3.844
United Kingdom 2013,-37286,-8.044
United Kingdom 2013,4721.9,0.19
United Kingdom 2013,243480,-5.38
United Kingdom 2013,-38569,11.006
United Kingdom 2013,-18913,-3.348
United Kingdom 2013,-56202,-8.4
United Kingdom 2013,-50624,-1.42
United Kingdom 2013,-34751,-9.56
United Kingdom 2013,15940,3.76
United Kingdom 2013,9444.8,-5.792
United Kingdom 2013,-10149,9.196
United Kingdom 2013,-15839,13.818
United Kingdom 2013,80325,18.466
United Kingdom 2013,89045,-7.764
United Kingdom 2013,458320,-6.214
United Kingdom 2013,39903,-0.798
United Kingdom 2013,-41437,0.154
United Kingdom 2013,-38174,19.378
United Kingdom 2013,-28448,-3.212
United Kingdom 2013,60059,-4.716
United Kingdom 2013,57507,1.366
United Kingdom 2013,-31846,7.002
United Kingdom 2013,-18211,1.75
United Kingdom 2013,-34531,10.31
United Kingdom 2013,-26208,-0.496
United Kingdom 2013,-1618.9,14.016
United Kingdom 2013,-32230,-5.566
United Kingdom 2013,10430,0.816
United Kingdom 2013,23675,-9.136
United Kingdom 2013,-23785,-5.474
United Kingdom 2013,-31307,3.056
United Kingdom 2013,-13280,5.916
United Kingdom 2013,-20307,7.628
United Kingdom 2013,-35380,7.24
United Kingdom 2013,-15038,7.292
United Kingdom 2013,-35166,12.156
United Kingdom 2013,-22186,-8.044
United Kingdom 2013,55722,-6.81
United Kingdom 2013,753030,-0.38
United Kingdom 2013,-11869,-8.994
United Kingdom 2013,-39713,18.652
United Kingdom 2013,-56812,8.6
United Kingdom 2013,-34574,7.58
United Kingdom 2013,-52191,-9.56
United Kingdom 2013,-61360,-0.24
United Kingdom 2013,85695,-4.792
United Kingdom 2013,-63849,-4.804
United Kingdom 2013,19151,-8.182
United Kingdom 2013,-36765,11.466
United Kingdom 2013,31745,-1.764
United Kingdom 2013,43423,-6.214
United Kingdom 2013,-20497,18.202
United Kingdom 2013,-18737,-4.846
United Kingdom 2013,-35674,7.378
United Kingdom 2013,35752,12.788
United Kingdom 2013,-7241.4,6.284
United Kingdom 2013,21707,-5.634
United Kingdom 2013,-46.422,-4.998
United Kingdom 2013,99589,-6.25
United Kingdom 2013,38269,-7.69
United Kingdom 2013,-33408,0.504
United Kingdom 2013,-25149,-4.984
United Kingdom 2013,-13830,-7.566
United Kingdom 2013,38934,-5.184
United Kingdom 2013,-3515.4,1.864
United Kingdom 2013,-6384.8,-1.474
United Kingdom 2013,-20437,-1.944
United Kingdom 2013,-520.08,-2.084
United Kingdom 2013,-33957,4.628
United Kingdom 2013,59320,-4.76
United Kingdom 2013,122290,6.292
United Kingdom 2013,-5465.8,-8.844
United Kingdom 2013,11914,10.956
United Kingdom 2013,-38878,-1.81
United Kingdom 2013,-49567,0.62
United Kingdom 2013,-39369,-3.994
United Kingdom 2013,-38653,6.652
United Kingdom 2013,36998,2.6
United Kingdom 2013,6576,-5.42
United Kingdom 2013,-52191,-6.56
United Kingdom 2013,-18560,-9.24
United Kingdom 2013,-63355,13.208
United Kingdom 2013,-27449,5.196
United Kingdom 2013,-11849,-0.182
United Kingdom 2013,57225,3.466
United Kingdom 2013,-42555,13.236
United Kingdom 2013,-47577,12.786
United Kingdom 2013,-31297,0.202
United Kingdom 2013,-20437,3.154
United Kingdom 2013,26326,-7.622
United Kingdom 2013,-4547.7,-4.212
United Kingdom 2013,62459,-0.716
United Kingdom 2013,-26493,-5.634
United Kingdom 2013,-22116,13.002
United Kingdom 2013,-21751,-6.25
United Kingdom 2013,-28431,6.31
United Kingdom 2013,-41768,1.504
United Kingdom 2013,4771.1,5.016
United Kingdom 2013,-12550,10.434
United Kingdom 2013,59630,-5.184
United Kingdom 2013,-20525,-9.136
United Kingdom 2013,15.188,18.526
United Kingdom 2013,-16537,5.056
United Kingdom 2013,-7580.1,-3.084
United Kingdom 2013,-28357,2.628
United Kingdom 2013,-8519.6,10.24
United Kingdom 2013,-39608,-6.708
United Kingdom 2013,-27166,11.156
United Kingdom 2013,-785.64,-3.044
United Kingdom 2013,-10077,-5.81
United Kingdom 2013,-30767,0.62
United Kingdom 2013,-26569,-3.994
United Kingdom 2013,-36313,1.652
United Kingdom 2013,-6241.7,-9.4
United Kingdom 2013,-63824,6.58
United Kingdom 2013,-24191,-1.56
United Kingdom 2013,-35660,-5.24
United Kingdom 2013,-21755,-3.792
United Kingdom 2013,-33849,5.196
United Kingdom 2013,-19849,3.818
United Kingdom 2013,-37075,2.466
United Kingdom 2013,-21055,6.236
United Kingdom 2013,-4177.5,-0.214
United Kingdom 2013,-29537,-4.798
United Kingdom 2013,-29137,1.154
United Kingdom 2013,-11574,-9.622
United Kingdom 2013,24952,-8.212
United Kingdom 2013,-58941,0.284
United Kingdom 2013,-13443,-6.634
United Kingdom 2013,4153.6,10.002
United Kingdom 2013,-51911,-1.25
United Kingdom 2013,-37231,1.31
United Kingdom 2013,-4008.1,-4.496
United Kingdom 2013,25751,-3.984
United Kingdom 2013,-15830,-6.566
United Kingdom 2013,-34030,-3.184
United Kingdom 2013,-28325,5.864
United Kingdom 2013,122720,-7.474
United Kingdom 2013,-41137,5.056
United Kingdom 2013,-25680,-1.084
United Kingdom 2013,65943,-5.372
United Kingdom 2013,-37980,13.24
United Kingdom 2013,22192,-7.708
United Kingdom 2013,-12466,-5.844
United Kingdom 2013,-21386,-4.044
United Kingdom 2013,-43778,1.19
United Kingdom 2013,-23067,4.62
United Kingdom 2013,-29769,19.006
United Kingdom 2013,-30013,3.652
United Kingdom 2013,-34602,4.6
United Kingdom 2013,-22524,-7.42
United Kingdom 2013,2809.4,11.44
United Kingdom 2013,-53460,7.76
United Kingdom 2013,-29655,-4.792
United Kingdom 2013,-63049,-4.804
United Kingdom 2013,-37249,-6.182
United Kingdom 2013,-25875,-8.534
United Kingdom 2013,-39255,18.236
United Kingdom 2013,-25167,-9.214
United Kingdom 2013,-6547.3,-3.798
United Kingdom 2013,92563,0.154
United Kingdom 2013,-33374,8.378
United Kingdom 2013,21552,-9.212
United Kingdom 2013,23659,3.284
United Kingdom 2013,203810,7.366
United Kingdom 2013,93464,9.002
United Kingdom 2013,-34911,-7.25
United Kingdom 2013,-35681,10.31
United Kingdom 2013,-20358,-2.496
United Kingdom 2013,45951,15.016
United Kingdom 2013,57540,18.434
United Kingdom 2013,-6469.8,-6.184
United Kingdom 2013,37879,13.864
United Kingdom 2013,30065,-6.474
United Kingdom 2013,-17877,-4.944
United Kingdom 2013,63920,2.916
United Kingdom 2013,-19957,0.628
United Kingdom 2013,-18980,-2.76
United Kingdom 2013,-26708,-2.708
United Kingdom 2013,-15766,4.156
United Kingdom 2013,17994,-6.044
United Kingdom 2013,-22078,9.19
United Kingdom 2013,-13267,-9.38
United Kingdom 2013,48231,0.006
United Kingdom 2013,-23513,1.652
United Kingdom 2013,-32702,-8.4
United Kingdom 2013,2186,-7.42
United Kingdom 2013,-17791,-9.56
United Kingdom 2013,2640.3,-6.24
United Kingdom 2013,-21755,0.208
United Kingdom 2013,117250,7.196
United Kingdom 2013,-3918.8,-8.182
United Kingdom 2013,-24675,2.466
United Kingdom 2013,-12555,-1.764
United Kingdom 2013,-11677,2.786
United Kingdom 2013,-35197,-0.798
United Kingdom 2013,13263,-5.846
United Kingdom 2013,-34774,-7.622
United Kingdom 2013,-17548,-0.212
United Kingdom 2013,-611.39,10.284
United Kingdom 2013,-31493,3.366
United Kingdom 2013,41854,-9.998
United Kingdom 2013,-37061,6.75
United Kingdom 2013,-5430.8,6.31
United Kingdom 2013,-16308,-5.496
United Kingdom 2013,61751,1.016
United Kingdom 2013,5470.3,0.434
United Kingdom 2013,5230.2,-5.184
United Kingdom 2013,37875,-4.136
United Kingdom 2013,-49585,-9.474
United Kingdom 2013,-17877,-5.944
United Kingdom 2013,103720,15.916
United Kingdom 2013,-40957,7.628
United Kingdom 2013,1420.4,5.24
United Kingdom 2013,43592,-5.708
United Kingdom 2013,-32066,5.156
United Kingdom 2013,-2485.6,3.956
United Kingdom 2013,-26678,1.19
United Kingdom 2013,433.01,10.62
United Kingdom 2013,-46669,12.006
United Kingdom 2013,8386.5,-9.348
United Kingdom 2013,-3501.7,-6.4
United Kingdom 2013,-10820,-8.42
United Kingdom 2013,-8750.6,-5.56
United Kingdom 2013,-15260,-7.24
United Kingdom 2013,30445,1.208
United Kingdom 2013,-69949,11.196
United Kingdom 2013,157550,-8.182
United Kingdom 2013,45025,1.466
United Kingdom 2013,150350,7.236
United Kingdom 2013,-36477,8.786
United Kingdom 2013,-2597.3,-8.798
United Kingdom 2013,22263,1.154
United Kingdom 2013,-19374,-2.622
United Kingdom 2013,-30248,-8.212
United Kingdom 2013,12759,6.284
United Kingdom 2013,-19693,-4.634
United Kingdom 2013,-25646,10.002
United Kingdom 2013,206290,2.75
United Kingdom 2013,-30531,-3.69
