market_id,demographic1,demographic2
Canada 2016,-36941,-8.716
Canada 2016,-23593,-4.634
Canada 2016,-27946,-4.998
Canada 2016,-44811,9.75
Canada 2016,11769,-4.69
Canada 2016,-8308.1,-5.496
Canada 2016,-44249,-3.984
Canada 2016,23190,-2.566
Canada 2016,11430,-9.184
Canada 2016,-22325,2.864
Canada 2016,-8724.8,-9.474
Canada 2016,-25037,-5.944
Canada 2016,-24880,-2.084
Canada 2016,-29757,-5.372
Canada 2016,-31980,-6.76
Canada 2016,69892,-8.708
Canada 2016,54234,6.156
Canada 2016,44934,-6.044
Canada 2016,-21578,17.19
Canada 2016,20933,-4.38
Canada 2016,-29969,-6.994
Canada 2016,103910,1.652
Canada 2016,58518,7.6
Canada 2016,-48244,-2.42
Canada 2016,-46991,-1.56
Canada 2016,-1559.7,-3.24
Canada 2016,35475,5.208
Canada 2016,-39549,-1.804
Canada 2016,-2848.8,-3.182
Canada 2016,57225,0.466
Canada 2016,-17155,5.236
Canada 2016,272320,10.786
Canada 2016,-40297,4.202
Canada 2016,-12137,-4.846
Canada 2016,8626.2,3.378
Canada 2016,30252,-2.212
Canada 2016,17659,-0.716
Canada 2016,-36493,9.366
Canada 2016,299570,8.002
Canada 2016,-26061,-0.25
Canada 2016,-40431,-0.69
Canada 2016,42892,4.504
Canada 2016,54051,-5.984
Canada 2016,-28630,-3.566
Canada 2016,104930,5.816
Canada 2016,-18625,-9.136
Canada 2016,109720,-2.474
Canada 2016,-29537,11.056
Canada 2016,-7780.1,-6.084
Canada 2016,33143,-3.372
Canada 2016,-36580,-8.76
Canada 2016,2791.8,-0.708
Canada 2016,-36966,-2.844
Canada 2016,-19086,18.956
Canada 2016,-9078.1,17.19
Canada 2016,54433,-8.38
Canada 2016,-2669.1,-5.994
Canada 2016,-14813,-4.348
Canada 2016,-10882,-10.4
Canada 2016,225380,9.58
Canada 2016,-7490.6,-9.56
Canada 2016,-24760,-9.24
Canada 2016,20145,-4.792
Canada 2016,-64449,-0.804
Canada 2016,-34149,-1.182
Canada 2016,161920,2.466
Canada 2016,18745,4.236
Canada 2016,-37877,3.786
Canada 2016,10303,-7.798
Canada 2016,-5836.9,-3.846
Canada 2016,-18474,-1.622
Canada 2016,-11448,18.788
Canada 2016,-12241,-8.716
Canada 2016,7906.7,-8.634
Canada 2016,-22346,-5.998
Canada 2016,-44611,-9.25
Canada 2016,-35131,4.31
Canada 2016,46892,-2.496
Canada 2016,37651,-0.984
Canada 2016,-16730,1.434
Canada 2016,272430,9.816
Canada 2016,-34925,-9.136
Canada 2016,-52585,-0.474
Canada 2016,182660,3.056
Canada 2016,-23280,1.916
Canada 2016,45143,0.628
Canada 2016,-36180,7.24
Canada 2016,-27708,7.292
Canada 2016,-26466,-3.844
Canada 2016,23414,-5.044
Canada 2016,40222,-6.81
Canada 2016,-20967,16.62
Canada 2016,57331,-6.994
Canada 2016,20287,-7.348
Canada 2016,3798.3,2.6
Canada 2016,-44924,-1.42
Canada 2016,16409,-5.56
Canada 2016,890.34,-7.24
Canada 2016,-43355,2.208
Canada 2016,54301,10.196
Canada 2016,273550,-6.182
Canada 2016,-40175,-7.534
Canada 2016,-21855,-4.764
Canada 2016,11653,10.786
Canada 2016,79703,3.202
Canada 2016,-25437,-9.846
Canada 2016,-28674,-0.622
Canada 2016,-22978,-6.212
Canada 2016,-27741,0.284
Canada 2016,-54393,7.366
Canada 2016,-35696,2.002
Canada 2016,-5510.6,2.75
Canada 2016,-46031,5.31
Canada 2016,12992,3.504
Canada 2016,-10549,-9.984
Canada 2016,-9829.7,2.434
Canada 2016,-13840,-1.184
Canada 2016,-32335,-2.136
Canada 2016,-49975,0.526
Canada 2016,-9867.3,-0.944
Canada 2016,-26780,-7.084
Canada 2016,2143,-4.372
Canada 2016,42020,0.24
Canada 2016,-31108,12.292
Canada 2016,-15066,-7.844
Canada 2016,-20986,6.956
Canada 2016,-15678,1.19
Canada 2016,-27567,-1.38
Canada 2016,-8919.1,-1.994
Canada 2016,-13513,-6.348
France 2016,27898,9.6
France 2016,-46124,-3.42
France 2016,-25691,-2.56
France 2016,14740,0.76
France 2016,-20655,-7.792
France 2016,-24349,1.196
France 2016,-11849,3.818
France 2016,-9075.1,11.466
France 2016,-33555,18.236
France 2016,-22977,-8.214
France 2016,-33497,-1.798
France 2016,-40947,-8.846
France 2016,-40174,9.378
France 2016,114550,8.788
France 2016,-41871,6.284
France 2016,-9793.3,14.366
France 2016,18754,-8.998
France 2016,-14811,-9.25
France 2016,-38031,12.31
France 2016,-22208,-0.496
France 2016,12951,3.016
France 2016,12370,-4.566
France 2016,8630.2,-7.184
France 2016,-18425,-9.136
France 2016,-8784.8,7.526
France 2016,21763,2.056
France 2016,33720,-5.084
France 2016,-11257,-6.372
France 2016,-42580,7.24
France 2016,50992,-6.708
France 2016,-19666,10.156
France 2016,59114,-9.044
France 2016,-23078,3.19
France 2016,35783,-7.38
France 2016,-30169,1.006
France 2016,-15013,6.652
France 2016,-58102,0.6
France 2016,-40104,-6.42
France 2016,-29191,11.44
France 2016,21640,-4.24
France 2016,-37955,-1.792
France 2016,-61949,-2.804
France 2016,-22749,4.818
France 2016,-31075,-1.534
France 2016,-24255,1.236
France 2016,191020,-3.214
France 2016,-38897,-3.798
France 2016,-8436.9,-9.846
France 2016,-39674,5.378
France 2016,-43648,13.788
France 2016,78159,-8.716
France 2016,16197,-2.634
France 2016,-17316,7.002
France 2016,1989.4,2.75
France 2016,-43131,2.31
France 2016,-22308,-1.496
France 2016,-43849,4.016
France 2016,-31230,3.434
France 2016,-30370,7.816
France 2016,-11755,4.864
France 2016,-46385,-0.474
France 2016,63143,-8.944
France 2016,-14280,0.916
France 2016,-38957,-8.372
France 2016,273750,3.24
France 2016,-1508.2,4.292
France 2016,20334,-5.844
France 2016,-36586,-8.044
France 2016,-36378,3.19
France 2016,114430,1.62
France 2016,-27469,-6.994
France 2016,-14513,8.652
France 2016,-40102,-1.4
France 2016,32264,-8.42
France 2016,472810,-6.56
France 2016,232640,-5.24
France 2016,-31955,8.208
France 2016,-38149,2.196
France 2016,-43049,-1.182
France 2016,-26225,-1.534
France 2016,-8554.7,5.236
France 2016,3322.5,7.786
France 2016,-33797,-8.798
France 2016,-4136.9,-6.846
France 2016,-24574,11.378
France 2016,-43948,6.788
France 2016,8278.6,-9.716
France 2016,-48793,18.366
France 2016,7853.6,5.002
France 2016,-48411,6.75
France 2016,-23381,-0.69
France 2016,34792,17.504
France 2016,35351,-3.984
France 2016,-9229.7,7.434
France 2016,-33470,-2.184
France 2016,-24725,-1.136
France 2016,92015,9.526
France 2016,-11137,9.056
France 2016,-28680,-6.084
France 2016,-10957,0.628
France 2016,-28180,-2.76
France 2016,-40308,-4.708
France 2016,-35466,13.156
France 2016,-20586,-2.044
France 2016,-1578.1,7.19
France 2016,-25567,3.62
France 2016,-11869,-6.994
France 2016,-10413,18.652
France 2016,-29602,-4.4
France 2016,-55024,2.58
France 2016,-56591,18.44
France 2016,-47660,7.76
France 2016,-40935,18.208
France 2016,-50149,6.196
France 2016,36251,7.818
France 2016,-22175,-5.534
France 2016,-10055,9.236
France 2016,-5677.5,-7.214
France 2016,-25997,2.202
France 2016,7163.1,-7.846
France 2016,-35974,-3.622
France 2016,27052,-1.212
France 2016,109760,5.284
France 2016,-11993,3.366
France 2016,4853.6,-9.998
France 2016,-49611,6.75
France 2016,-31631,-5.69
France 2016,-30208,-6.496
France 2016,-48049,-7.984
France 2016,7970.3,5.434
France 2016,-14970,-1.184
France 2016,-14925,-8.136
France 2016,-34985,-7.474
France 2016,-9837.3,-0.944
France 2016,-21970,-7.084
France 2016,-25357,-4.372
France 2016,-24980,-0.76
France 2016,391.75,-0.708
France 2016,-31966,0.156
France 2016,-23486,-9.044
France 2016,20322,-1.81
France 2016,-57967,-0.38
France 2016,-3569.1,-6.994
France 2016,-3513.5,-8.348
France 2016,-55802,2.6
France 2016,-61474,-5.42
France 2016,-50891,14.44
France 2016,-30260,-6.24
France 2016,-48091,10.208
France 2016,53351,-5.804
France 2016,-58649,-6.182
France 2016,-33575,-0.534
France 2016,16045,18.236
France 2016,-48277,-5.214
France 2016,18803,10.202
France 2016,-15927,-4.846
France 2016,-24374,0.378
France 2016,57752,-9.212
France 2016,-39841,-8.716
France 2016,10107,4.366
France 2016,-30146,-4.998
France 2016,43689,-6.25
France 2016,-27631,-7.69
France 2016,90992,-4.496
France 2016,16951,8.016
France 2016,-14430,1.434
France 2016,-19070,-3.184
France 2016,-2525.4,-0.136
France 2016,-47255,-8.474
France 2016,-31137,-2.944
France 2016,44190,-7.084
France 2016,-28857,8.628
France 2016,-21476,-8.76
France 2016,-31558,-2.708
France 2016,60034,2.156
France 2016,6814.4,0.956
France 2016,24022,-8.81
France 2016,37333,-5.38
France 2016,145630,13.006
France 2016,-26213,-9.348
France 2016,63198,-2.4
France 2016,-14224,-4.42
France 2016,-9490.6,-4.56
France 2016,-22860,2.76
France 2016,-22555,6.208
France 2016,-44149,6.196
France 2016,-39049,-1.182
France 2016,2624.9,1.466
France 2016,6995.3,2.236
France 2016,-33877,1.786
France 2016,-12297,-7.798
France 2016,-17077,-9.846
France 2016,-25774,7.378
France 2016,-38448,9.788
France 2016,41259,5.284
France 2016,-24193,2.366
France 2016,-35846,5.002
France 2016,-57711,8.75
France 2016,-31131,-1.69
France 2016,-14908,-3.496
France 2016,38951,-9.984
France 2016,-26730,8.434
France 2016,-25770,-9.184
France 2016,-35125,8.864
France 2016,-24385,-8.474
France 2016,-30537,-3.944
France 2016,40920,15.916
France 2016,-37257,-6.372
France 2016,-41610,14.24
France 2016,-28108,-3.708
France 2016,3938.2,-0.844
France 2016,-3281.6,-5.044
France 2016,-10678,0.19
France 2016,179230,-7.38
France 2016,-26569,-7.994
France 2016,-10013,-3.348
France 2016,-47202,-6.4
France 2016,12180,15.58
France 2016,45109,-9.56
France 2016,-49560,-1.24
France 2016,166240,-7.792
France 2016,-21349,9.196
France 2016,-35249,7.818
France 2016,-44475,8.466
France 2016,153610,-4.764
France 2016,-33577,5.786
France 2016,-38897,4.202
France 2016,-27137,5.154
France 2016,113630,1.378
France 2016,12352,2.788
France 2016,-19441,-1.716
France 2016,316310,-2.634
France 2016,11154,-0.998
France 2016,9589.4,-4.25
France 2016,-19331,9.31
France 2016,-36008,5.504
France 2016,42951,2.016
France 2016,-33930,-2.566
France 2016,-33070,14.816
France 2016,-13225,-1.136
France 2016,-28785,3.526
France 2016,-29537,-5.944
France 2016,-18650,3.916
France 2016,-41457,0.628
France 2016,-1979.6,-1.76
France 2016,144990,3.292
France 2016,-15466,15.156
France 2016,13614,-6.044
France 2016,-38328,-8.81
France 2016,-47067,-5.38
France 2016,-31569,-1.994
France 2016,38387,11.652
France 2016,-65702,5.6
France 2016,106580,-8.42
France 2016,-48091,2.44
France 2016,-51960,-5.24
France 2016,39245,-7.792
France 2016,19851,-5.804
France 2016,-31349,5.818
France 2016,-675.07,7.466
France 2016,-31955,-4.764
France 2016,-30477,-0.214
France 2016,-23997,-3.798
France 2016,-17577,8.154
France 2016,-20574,1.378
France 2016,15452,-8.212
France 2016,-43371,2.284
France 2016,-30993,-7.634
France 2016,48554,3.002
France 2016,9089.4,9.75
France 2016,-29171,-6.69
France 2016,-9308.1,-4.496
France 2016,53851,3.016
France 2016,-19030,-4.566
France 2016,-35570,7.816
France 2016,-29125,0.864
France 2016,97115,-1.474
France 2016,-8937.3,15.056
France 2016,-17480,4.916
France 2016,55943,-4.372
France 2016,2820.4,-6.76
France 2016,-12808,4.292
France 2016,-37466,8.156
France 2016,-25946,10.956
France 2016,-33378,-2.81
France 2016,-40967,6.62
France 2016,330130,-8.994
France 2016,-1913.5,9.652
France 2016,22098,5.6
France 2016,-53124,-4.42
France 2016,-39191,-9.56
France 2016,-20960,-7.24
France 2016,-42755,6.208
France 2016,-23149,9.196
France 2016,194350,1.818
France 2016,-42075,-2.534
France 2016,-13855,-8.764
France 2016,-32677,11.786
France 2016,-43297,8.202
France 2016,-34737,-4.846
France 2016,72330,-5.622
France 2016,296150,18.788
France 2016,-42741,-9.716
France 2016,6906.7,1.366
France 2016,-22656,11.002
France 2016,-40211,4.75
France 2016,-23731,7.31
France 2016,-15008,-6.496
France 2016,5451.1,7.016
France 2016,-13630,-2.566
France 2016,-12170,-5.184
France 2016,-8035.4,-6.136
France 2016,-39485,-2.474
France 2016,-8137.3,5.056
France 2016,-20980,1.916
France 2016,-876.99,-5.372
France 2016,34620,11.24
France 2016,-25038,4.292
France 2016,-23766,5.156
France 2016,-18446,-2.044
France 2016,-11274,-8.81
France 2016,-11667,-4.38
France 2016,-27169,-7.994
France 2016,-16953,12.652
France 2016,-4361.7,-0.4
France 2016,-46723,-1.42
France 2016,-40891,3.44
France 2016,-56760,-1.24
France 2016,62945,-7.792
France 2016,-46349,2.196
France 2016,-50849,1.818
France 2016,-31275,3.466
France 2016,45045,10.236
France 2016,-45677,6.786
France 2016,30603,-1.798
France 2016,-31237,-4.846
France 2016,17126,-4.622
France 2016,-42248,13.788
France 2016,-22711,-0.716
France 2016,-6293.3,4.366
France 2016,-16646,-4.998
France 2016,32589,-2.25
France 2016,-730.81,-3.69
France 2016,-23308,17.504
France 2016,-36949,-6.984
France 2016,100570,-8.566
France 2016,-38870,1.816
France 2016,14675,-8.136
France 2016,-39585,8.526
France 2016,-36337,15.056
France 2016,-28580,-1.084
France 2016,-32057,5.628
France 2016,97720,0.24
France 2016,-35208,0.292
France 2016,-33466,10.156
France 2016,-15986,18.956
France 2016,-47878,11.19
France 2016,-13067,-4.38
France 2016,67431,-9.994
France 2016,69987,3.652
France 2016,7098.3,0.6
France 2016,-21774,-7.42
France 2016,141610,-1.56
France 2016,-34960,-0.24
France 2016,31345,6.208
France 2016,48351,-7.804
France 2016,-39849,-0.182
France 2016,31325,-8.534
France 2016,-154.68,-5.764
France 2016,21323,7.786
France 2016,-40407,-1.798
France 2016,-39237,-8.846
France 2016,-19274,0.378
France 2016,-23648,18.788
France 2016,-53041,-3.716
France 2016,6806.7,0.366
France 2016,78054,2.002
France 2016,-26411,3.75
France 2016,-2930.8,6.31
France 2016,-31208,-1.496
France 2016,-47949,3.016
France 2016,18870,-4.566
France 2016,7530.2,18.816
France 2016,-20925,-4.136
France 2016,-3534.8,18.526
France 2016,-39037,4.056
France 2016,8419.9,-4.084
France 2016,293.01,5.628
France 2016,-42980,-8.76
France 2016,-8908.2,-5.708
France 2016,11134,-2.844
France 2016,-34286,-4.044
France 2016,-48478,8.19
France 2016,-58167,-8.38
France 2016,-38269,6.006
France 2016,-17913,2.652
France 2016,-62202,1.6
France 2016,32976,7.58
France 2016,-19291,-2.56
France 2016,-55160,10.76
France 2016,-44055,18.208
France 2016,-71649,4.196
France 2016,-9448.8,-6.182
France 2016,-39775,11.466
France 2016,334950,2.236
France 2016,-47877,-8.214
France 2016,-30097,4.202
France 2016,16863,4.154
France 2016,-22674,1.378
France 2016,-47648,-0.212
France 2016,209410,1.284
France 2016,-35193,-3.634
France 2016,108350,3.002
France 2016,-43511,-1.25
France 2016,3069.2,-2.69
France 2016,-4408.1,-4.496
France 2016,11151,0.016
France 2016,42670,-6.566
France 2016,75430,-5.184
France 2016,-15225,-0.136
France 2016,-13585,-7.474
France 2016,-31237,10.056
France 2016,-29880,9.916
France 2016,-29857,5.628
France 2016,26320,-1.76
France 2016,-8708.2,5.292
France 2016,27534,-5.844
France 2016,-27086,3.956
France 2016,-45078,13.19
France 2016,-57467,6.62
France 2016,-20469,8.006
France 2016,-30013,-8.348
France 2016,55998,-1.4
France 2016,-49924,-2.42
France 2016,23909,7.44
France 2016,-46160,-3.24
France 2016,148540,3.208
France 2016,-58749,-7.804
France 2016,-17749,6.818
France 2016,55225,-0.534
France 2016,-23705,1.236
France 2016,-48277,-7.214
France 2016,-30597,-7.798
France 2016,-1806.9,-9.846
France 2016,-30774,3.378
France 2016,-50128,6.788
France 2016,-20541,-2.716
France 2016,-49293,-2.634
France 2016,-37346,9.002
France 2016,11089,-5.25
France 2016,-12431,14.31
France 2016,20392,-5.496
France 2016,9451.1,-5.984
France 2016,-22430,3.434
France 2016,33430,10.816
France 2016,-34325,-5.136
France 2016,-47985,-3.474
France 2016,-22857,7.056
France 2016,1619.9,0.916
France 2016,-19527,9.628
France 2016,38620,-1.76
France 2016,-37708,5.292
France 2016,-38666,0.156
France 2016,1014.4,-6.044
France 2016,-1978.1,-8.81
France 2016,77233,-9.38
France 2016,6630.9,-6.994
France 2016,-45513,-8.348
France 2016,-57802,-9.4
France 2016,-56924,2.58
France 2016,-41291,5.44
France 2016,-41460,-9.24
France 2016,-18555,-5.792
France 2016,-50149,10.196
France 2016,508150,-9.182
France 2016,-43535,-1.534
France 2016,70345,2.236
France 2016,-48577,8.786
France 2016,-39797,-5.798
France 2016,9963.1,5.154
France 2016,6626.2,-9.622
France 2016,-7947.7,-3.212
France 2016,-33341,-3.716
France 2016,-47093,-5.634
France 2016,1353.6,7.002
France 2016,-30111,-0.25
France 2016,45169,-7.69
France 2016,103490,-1.496
France 2016,17801,-7.984
France 2016,-25730,18.434
France 2016,-31770,-0.184
France 2016,-28325,18.864
France 2016,-12385,10.526
France 2016,-35237,-8.944
France 2016,-15280,1.916
France 2016,57943,-9.372
France 2016,-34780,5.24
France 2016,60592,3.292
France 2016,64154,-4.844
France 2016,-16766,12.956
Italy 2016,27822,-1.81
Italy 2016,-32367,4.62
Italy 2016,-7829.1,5.006
Italy 2016,-34213,1.652
Italy 2016,-45202,-7.4
Italy 2016,-41224,1.58
Italy 2016,-31181,-5.56
Italy 2016,-53360,2.76
Italy 2016,28045,0.208
Italy 2016,-31649,-1.804
Italy 2016,-18749,-0.182
Italy 2016,12325,-4.534
Italy 2016,-31655,-8.764
Italy 2016,-37877,-0.214
Italy 2016,-28197,12.202
Italy 2016,100760,-4.846
Italy 2016,20326,-9.622
Italy 2016,57052,7.788
Italy 2016,-17941,6.284
Italy 2016,-56893,2.366
Italy 2016,-30746,-8.998
Italy 2016,-29311,-5.25
Italy 2016,33769,0.31
Italy 2016,1901.9,0.504
Italy 2016,3951.1,-6.984
Italy 2016,-20230,7.434
Italy 2016,-15170,-1.184
Italy 2016,-15625,-9.136
Italy 2016,244820,1.526
Italy 2016,-23937,-2.944
Italy 2016,-26280,0.916
Italy 2016,-9717,-9.372
Italy 2016,-18180,-6.76
Italy 2016,-14908,-7.708
Italy 2016,-37466,1.156
Italy 2016,3514.4,1.956
Italy 2016,66722,8.19
Italy 2016,52533,16.62
Italy 2016,730.88,-0.994
Italy 2016,-10743,12.652
Italy 2016,15098,-3.4
Italy 2016,7376,-6.42
Italy 2016,25879,-0.56
Italy 2016,-40060,-7.24
Italy 2016,-7655.2,-7.792
Italy 2016,-65249,-7.804
Italy 2016,-36049,-3.182
Italy 2016,-8775.1,-1.534
Italy 2016,-28355,7.236
Italy 2016,-10377,-2.214
Italy 2016,-16697,4.202
Italy 2016,-32937,13.154
Italy 2016,-11404,5.378
Italy 2016,180350,-3.212
Italy 2016,-47241,3.284
Italy 2016,20407,-0.634
Italy 2016,117950,-6.998
Italy 2016,15089,8.75
Italy 2016,4769.2,-4.69
Italy 2016,26092,-8.496
Italy 2016,73651,-9.984
Italy 2016,-21230,11.434
Italy 2016,19930,-4.184
Italy 2016,5374.6,-6.136
Italy 2016,-48775,-7.474
Italy 2016,9362.7,-8.944
Italy 2016,1219.9,-6.084
Italy 2016,9143,-4.372
Italy 2016,-12300,-7.76
Italy 2016,-17208,-2.708
Italy 2016,-22366,-4.844
Italy 2016,-36986,-8.044
Italy 2016,24022,-8.81
Italy 2016,19233,-5.38
Italy 2016,-19669,-1.994
Italy 2016,32517,-0.348
Italy 2016,-2901.7,-3.4
Italy 2016,-55724,4.58
Italy 2016,15809,-6.56
Italy 2016,-36560,-9.24
Italy 2016,139240,-7.792
Italy 2016,15351,1.196
Italy 2016,6106.2,-4.182
Italy 2016,-31775,7.466
Italy 2016,-19655,1.236
Italy 2016,-28677,-10.214
Italy 2016,157200,-3.798
Italy 2016,7063.1,0.154
Italy 2016,-35874,-3.622
Italy 2016,27252,-10.212
Italy 2016,-44541,7.284
Italy 2016,-61393,3.366
Italy 2016,-33316,-1.998
Italy 2016,388090,1.75
Italy 2016,-39431,5.31
Italy 2016,-32848,-3.496
Italy 2016,-48549,11.016
Italy 2016,-24030,5.434
Italy 2016,-21470,-9.184
Italy 2016,-7925.4,1.864
Italy 2016,-43315,-7.474
Italy 2016,-36537,-6.944
Italy 2016,-23880,0.916
Italy 2016,-34157,-3.372
Italy 2016,-20780,-8.76
Italy 2016,11292,-8.708
Italy 2016,104530,7.156
Italy 2016,7214.4,-1.044
Italy 2016,54422,2.19
Italy 2016,-25327,-4.38
Italy 2016,12531,-0.994
Italy 2016,56987,0.652
Italy 2016,158710,3.6
Italy 2016,-10820,-8.42
Italy 2016,20069,-9.56
Italy 2016,-38860,4.76
Italy 2016,-50655,3.208
Italy 2016,-22949,-8.804
Italy 2016,-11549,7.818
Italy 2016,5624.9,-8.534
Italy 2016,-11555,4.236
Italy 2016,-41477,8.786
Italy 2016,-17897,9.202
Italy 2016,20463,-0.846
Italy 2016,5626.2,-3.622
Italy 2016,37052,-1.212
Italy 2016,-37341,8.284
Italy 2016,-51593,-9.634
Italy 2016,-10046,1.002
Italy 2016,-18511,-7.25
Italy 2016,-22731,-4.69
Italy 2016,-35608,17.504
Italy 2016,-40849,3.016
Italy 2016,-17930,-5.566
Italy 2016,-32970,6.816
Italy 2016,-6325.4,-2.136
Italy 2016,-12985,-8.474
Italy 2016,116860,-3.944
Italy 2016,-5080.1,4.916
Italy 2016,32943,-5.372
Italy 2016,-6979.6,2.24
Italy 2016,39792,-7.708
Italy 2016,345930,-8.844
Italy 2016,193410,-9.044
Italy 2016,27922,1.19
Italy 2016,-53867,-2.38
Italy 2016,-31569,19.006
Italy 2016,-19713,-7.348
Italy 2016,79998,-6.4
Italy 2016,-59524,6.58
Italy 2016,-17191,4.44
Italy 2016,-41160,-7.24
Italy 2016,64455,-4.792
Italy 2016,-64349,-3.804
Italy 2016,32551,-7.182
Italy 2016,16925,9.466
Italy 2016,52045,5.236
Italy 2016,-42577,-2.214
Italy 2016,-16757,-5.798
Italy 2016,-36837,-8.846
Italy 2016,-2873.8,-3.622
Italy 2016,-31048,0.788
Italy 2016,94159,-5.716
Italy 2016,-47593,-1.634
Italy 2016,54104,-9.998
Italy 2016,-30311,8.75
Italy 2016,-40731,-7.69
Italy 2016,-26808,1.504
Italy 2016,-1148.9,3.016
Italy 2016,-25130,10.434
Italy 2016,-34970,18.816
Italy 2016,-13925,-2.136
Italy 2016,-23985,-4.474
Italy 2016,6502.7,1.056
Italy 2016,-34530,0.916
Italy 2016,-36857,-9.372
Italy 2016,85820,18.24
Italy 2016,-30208,-2.708
Italy 2016,51034,-2.844
Italy 2016,-3585.6,6.956
Italy 2016,85422,-2.81
Italy 2016,-48367,-5.38
Italy 2016,-33569,4.006
Italy 2016,-29013,-6.348
Italy 2016,111800,6.6
Italy 2016,-774.02,4.58
Italy 2016,-17791,-9.56
Italy 2016,-57760,2.76
Italy 2016,-52755,18.208
Italy 2016,48551,-6.804
Italy 2016,-42349,-8.182
Italy 2016,-35675,1.466
Italy 2016,-28555,4.236
Italy 2016,131720,2.786
Italy 2016,-40997,2.202
Italy 2016,-37537,5.154
Italy 2016,-30374,-9.622
Italy 2016,-13848,-0.212
Italy 2016,-49741,1.284
Italy 2016,-8953.3,-4.634
Italy 2016,-18546,0.002
Italy 2016,28802,-3.25
Italy 2016,-29331,18.31
Italy 2016,-33708,-3.496
Italy 2016,-19249,-5.984
Italy 2016,5370.3,-2.566
Italy 2016,-36970,-1.184
Italy 2016,-27535,-1.136
Italy 2016,-51555,2.526
Italy 2016,-5537.3,-2.944
Italy 2016,10520,-6.084
Italy 2016,-32997,6.628
Italy 2016,16324,-7.76
Italy 2016,-22708,6.292
Italy 2016,-16266,3.156
Italy 2016,-31186,-3.044
Italy 2016,1421.9,-2.81
Italy 2016,-11807,-6.38
Italy 2016,-28429,1.006
Italy 2016,-34013,-4.348
Italy 2016,5798.3,-4.4
Italy 2016,-15924,0.58
Italy 2016,15809,-6.56
Italy 2016,-27360,-4.24
Italy 2016,28245,18.208
Italy 2016,-28619,-2.804
Italy 2016,-35649,-2.182
Italy 2016,29525,5.466
Italy 2016,10946,18.236
Italy 2016,48623,-2.214
Italy 2016,550700,-0.798
Italy 2016,79363,6.154
Italy 2016,18726,-3.622
Italy 2016,-31348,7.788
Italy 2016,-48141,10.284
Italy 2016,25607,-9.634
Italy 2016,-20346,-2.998
Italy 2016,-35111,-0.25
Italy 2016,15469,4.31
Italy 2016,66192,-8.496
Italy 2016,26451,-3.984
Italy 2016,13570,2.434
Italy 2016,-12770,-2.184
Italy 2016,19675,2.864
Italy 2016,-3684.8,0.526
Italy 2016,-19737,9.056
Italy 2016,-26280,-8.084
Italy 2016,-43337,1.628
Italy 2016,-29980,-2.76
Italy 2016,35592,-7.708
Italy 2016,49334,-1.844
Italy 2016,-16486,-5.044
Italy 2016,-32378,7.19
Italy 2016,-35467,-1.38
Italy 2016,-25669,10.006
Italy 2016,81087,4.652
Italy 2016,-62002,-5.4
Italy 2016,-20224,15.58
Italy 2016,-56391,6.44
Italy 2016,-43960,-8.24
Italy 2016,-29655,9.208
Italy 2016,48071,-4.804
Italy 2016,16351,-8.182
Italy 2016,73925,7.466
Italy 2016,-7654.7,-2.764
Italy 2016,11963,-7.214
Italy 2016,-3597.3,-1.798
Italy 2016,-31437,9.154
Italy 2016,-26614,0.378
Italy 2016,5552.3,-9.212
Italy 2016,46659,-9.716
Italy 2016,-22793,-8.634
Italy 2016,-9246.4,2.002
Italy 2016,499590,-2.25
Italy 2016,-1330.8,-3.69
Italy 2016,-31208,-0.496
Italy 2016,-4788.9,-6.984
Italy 2016,-22130,5.434
Italy 2016,-9269.8,-5.184
Italy 2016,-26325,-0.136
Italy 2016,-49285,9.526
Italy 2016,-13237,-3.944
Italy 2016,-16480,4.916
Italy 2016,30613,-2.372
Italy 2016,-14980,-6.76
Italy 2016,-40208,-2.708
Italy 2016,41534,-7.844
Italy 2016,135410,9.956
Italy 2016,-17298,-1.81
Italy 2016,41433,-3.38
Italy 2016,-27869,-2.994
Italy 2016,-40213,-5.348
Italy 2016,-63302,-2.4
Italy 2016,104280,5.58
Italy 2016,-57391,7.44
Italy 2016,-26560,9.76
Italy 2016,55445,5.208
Italy 2016,4851.1,-8.804
Italy 2016,-5148.8,17.818
Italy 2016,10675,-0.534
Italy 2016,-26655,10.236
Italy 2016,-50177,-6.214
Italy 2016,-30897,5.202
Italy 2016,-36237,-3.846
Italy 2016,-14834,-0.622
Italy 2016,-47248,5.788
Italy 2016,-17941,-8.716
Italy 2016,54207,-1.634
Italy 2016,-30716,11.002
Italy 2016,-56821,-0.25
Italy 2016,-22131,-6.69
Italy 2016,8591.9,-6.496
Italy 2016,-41249,19.016
Italy 2016,-19330,6.434
Italy 2016,1130.2,-3.184
Italy 2016,-19425,-1.136
Italy 2016,21915,-4.474
Italy 2016,-31837,-2.944
Italy 2016,-28280,-2.084
Italy 2016,57343,1.628
Italy 2016,70720,1.24
Italy 2016,-33208,3.292
Italy 2016,-26466,-7.844
Italy 2016,116910,6.956
Italy 2016,-17378,-8.81
Italy 2016,-26367,-0.38
Italy 2016,-36169,-9.994
Italy 2016,-40913,-0.348
Italy 2016,-26202,18.6
Italy 2016,40376,7.58
Italy 2016,71009,-4.56
Italy 2016,168440,-6.24
Italy 2016,-35755,-9.792
Italy 2016,-28149,-1.804
Italy 2016,-13849,-7.182
Italy 2016,14325,-8.534
Italy 2016,-18655,-5.764
